flow_id,flow_duration_ms,packet_count,byte_count,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate_pps,byte_rate_bps,flow_start_time,flow_end_time,ether_type,vlan_present,vlan_priority,broadcast_frame,multicast_frame,ip_version,ttl,dscp,ecn,ip_packet_length,fragmented,ip_header_length,hop_limit,transport_protocol,source_port,destination_port,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_window_size,tcp_retransmissions,udp_packet_count,mean_iat_ms,std_iat_ms,min_iat_ms,max_iat_ms,forward_mean_iat_ms,backward_mean_iat_ms,flow_active_time_ms,flow_idle_time_ms,mean_packet_size,median_packet_size,min_packet_size,max_packet_size,std_packet_size,variance_packet_size,packet_size_range,packet_size_skewness,packet_size_kurtosis,coefficient_of_variation_packet_size,end_to_end_latency_ms,jitter_ms,packet_loss_rate,throughput_mbps,goodput_mbps,bandwidth_utilization_pct,queueing_delay_ms,retransmission_rate,link_utilization_pct,qos_satisfaction_score,service_type,application_name,slice_type,service_priority,network_load_pct,cell_load_pct,active_users,device_type,mobility_state,time_of_day,signal_strength_dbm,sinr_db,rsrp_dbm,rsrq_db,cqi,network_slice_id,slice_resource_utilization_pct,radio_resource_blocks_used,handover_in_progress,service_class,application_id,slice_type_label,priority_level,allocated_slice,sla_satisfied,reward_score
87fbe00a-e562-4e52-8ead-68cda532b945,3162332.1350044967,2124828,2021686111,,,,,671.9180368437102,639302.2698555667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.63,16.02,1.921,0.05,0.05,0.05,23.629999999999995,0.48025,0.05,20.0,education,Live Classroom,eMBB,2,86.52757274166665,68.82103298370653,240,laptop,static,day,-83.07181938536053,21.109545423944816,-83.07181938536053,-11.152326883255,12,eMBB,74.04149663354032,84,False,education,education.live_classroom,,,,False,
a26fd6d6-f53e-4cef-b859-f7abc6e7c4c3,1829879.9223625693,641170,655785756,,,,,350.3891114189512,358376.3877436223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,20.18,1.953,0.05,0.05,0.05,31.0,0.48825,0.05,20.0,education,Learning Management System,eMBB,3,86.51949255586246,65.2870255485705,384,laptop,static,day,-81.36579261946851,13.870154178955941,-81.36579261946851,-9.630296695912048,9,eMBB,79.22885395739425,48,False,education,education.learning_management,,,,False,
4af9b659-653a-4f54-ac0d-94c3c38a4a8b,855271.450675324,673138,791038807,,,,,787.0460302030297,924897.9457225573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.76,6.59,1.604,0.083,0.083,0.083,13.759999999999998,0.401,0.083,0.0,healthcare,Telemedicine Consultation,URLLC,1,68.95394385861674,65.08113290254323,384,smartphone,pedestrian,day,-75.56223802259771,19.168996841295154,-75.56223802259771,-7.380378009479354,11,URLLC,63.19232468393115,180,False,healthcare,healthcare.telemedicine,,,,False,
e6f0f969-fbed-43bb-8886-a3472b1d612a,345765.88054830587,133391,103714373,,,,,385.7841606247334,299955.4878196486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.85,26.17,1.356,0.05,0.05,0.05,14.849999999999994,0.339,0.05,20.0,healthcare,Pharmacy Services,eMBB,4,80.97373737165013,80.22425528595431,239,laptop,static,day,-79.74978399849698,25.12978252987228,-79.74978399849698,-9.606209698803742,11,eMBB,75.91061016585533,20,False,healthcare,healthcare.pharmacy,,,,False,
3630f202-ea32-4a3e-a054-ba18ba9aee0d,4291626.163922727,2546588,2219564025,,,,,593.3853282487008,517184.8480440026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,11.76,1.097,0.05,0.05,0.05,28.299999999999997,0.27425,0.05,20.0,education,Interactive Whiteboard,eMBB,2,77.2151427007237,67.79669313302237,292,laptop,static,day,-90.21095379323883,20.48185276115602,-90.21095379323883,-12.59128407552767,11,eMBB,62.36271144874098,207,False,education,education.interactive_whiteboard,,,,False,
9d6ed487-1062-4240-844b-0a3c661dfd96,30304471.222741812,3300886,792964276,,,,,108.9240586228368,26166.57690910872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.83,29.91,0.564,0.05,0.05,0.05,70.82999999999998,0.141,0.05,40.0,education,Smart Classroom,mMTC,3,66.73031296170959,84.01505413143079,396,sensor,static,day,-92.43217071000474,20.095679056888766,-92.43217071000474,-10.247176219012687,10,mMTC,67.95169886820177,243,False,education,education.smart_classroom,,,,False,
1fcf4b2a-78de-4df0-8133-1ad904f8bcff,4171737.454389946,1812756,1854504624,,,,,434.5326185597862,444540.1093319017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3,19.01,2.587,0.05,0.05,0.05,30.299999999999997,0.64675,0.05,20.0,education,Live Classroom,eMBB,2,89.10907265018638,88.22283732505443,393,laptop,static,day,-80.74102054361757,22.77711311204223,-80.74102054361757,-11.010077000025708,10,eMBB,71.20261507587881,250,False,education,education.live_classroom,,,,False,
2939439c-6540-4eb9-803b-b9b087ca6dac,16266.186796710308,553,100096,,,,,33.996904554904,6153.641653254852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.14,23.01,0.841,0.05,0.05,0.05,70.13999999999999,0.21025,0.05,60.0,education,Attendance System,mMTC,4,68.02510489670664,70.61743342578893,286,sensor,static,day,-83.23382563085534,12.844782457934308,-83.23382563085534,-12.69885267403423,9,mMTC,62.12979258027097,181,False,education,education.attendance_system,,,,False,
e0462545-03d1-4009-a028-495f0c0f74fb,15515941.981991643,8865545,6812423422,,,,,571.3829692254371,439059.6091565864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.26,6.81,1.26,0.05,0.05,0.05,26.259999999999998,0.315,0.05,0.0,agriculture,Autonomous Tractor,URLLC,1,66.68500820275769,65.78532395132545,284,vehicle,vehicular,day,-84.71687760382822,18.679118981310797,-84.71687760382822,-12.21522736035453,9,URLLC,76.17701794184264,205,False,agriculture,agriculture.autonomous_tractor,,,,False,
d14f5ec3-8eaa-48c4-9c44-efa8f130b3ac,988277.7788810983,558198,638478170,,,,,564.8189324179452,646051.3272678263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.66,11.48,2.943,0.05,0.05,0.05,20.659999999999997,0.73575,0.05,0.0,healthcare,Telemedicine Consultation,URLLC,1,79.27607733313211,76.81677565779485,400,smartphone,pedestrian,day,-78.85006004466713,10.132477913034112,-78.85006004466713,-13.095900856381222,12,URLLC,72.93153547219133,128,False,healthcare,healthcare.telemedicine,,,,False,
26d2e13a-b1bb-4a6a-954f-265af58ee6bc,15748744.714721415,11122250,7707429210,,,,,706.2308902374474,489399.5902902787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.61,10.53,1.795,0.05,0.05,0.05,26.61,0.44875,0.05,0.0,agriculture,Autonomous Tractor,URLLC,1,86.59591870924008,66.35427968080427,367,vehicle,vehicular,day,-93.78774651845973,25.613035238957373,-93.78774651845973,-7.717864115588173,9,URLLC,63.27807096734412,69,False,agriculture,agriculture.autonomous_tractor,,,,False,
084ffbc0-0107-4315-9ff6-146574560bc5,84356148.91610934,4239897,931241385,,,,,50.26186062875512,11039.40136298729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.29,41.53,0.933,0.05,0.05,0.05,89.29000000000002,0.23325,0.05,60.0,agriculture,Smart Irrigation,mMTC,4,76.2153386958283,75.5470409958601,271,sensor,static,day,-90.00387104235799,17.748876391176054,-90.00387104235799,-5.767344007239872,12,mMTC,85.84047314285492,160,False,agriculture,agriculture.smart_irrigation,,,,False,
2cb0ab35-21a4-415b-b0c8-8624a29712dd,7183379.868152659,1425117,1201686006,,,,,198.39087256379432,167286.9914009413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37,10.55,1.872,0.05,0.05,0.05,16.369999999999997,0.468,0.05,0.0,education,Online Examination,URLLC,1,81.30362234996305,78.51469845250763,203,laptop,static,day,-76.47266033983745,11.65884443328611,-76.47266033983745,-6.513042655856946,9,URLLC,74.56923376352155,74,False,education,education.online_exam,,,,False,
228e06b1-cf31-4cf3-b55f-e90f34e5a4ae,77516444.11183798,1392554,361192960,,,,,17.96462693761949,4659.565651477076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.87,37.27,0.953,0.05,0.05,0.05,82.87,0.23825,0.05,60.0,healthcare,Health Monitoring,mMTC,3,87.56107163776372,69.11592803503817,200,sensor,pedestrian,day,-89.69593883655696,18.010184081461155,-89.69593883655696,-7.159293980514306,12,mMTC,72.69022457970489,207,False,healthcare,healthcare.health_monitoring,,,,False,
c7386eb8-5546-4616-a6e3-4e9d04ea1677,320426.4906066472,58765,24940633,,,,,183.39619763878824,77835.74068588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.73,9.36,0.891,0.05,0.05,0.05,9.729999999999997,0.22275,0.05,20.0,general,Mobile Banking,URLLC,1,78.89420808514046,82.96020688240816,239,smartphone,pedestrian,day,-89.06584349010872,20.741966397957636,-89.06584349010872,-5.3129063503084115,10,URLLC,76.26585604122823,211,False,general,general.mobile_banking,,,,False,
84217aa8-11c2-4b6e-a6f9-3dbb948fcee4,7287697.61723447,1523932,1061283326,,,,,209.11021286010774,145626.6961266967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26,6.98,1.366,0.05,0.05,0.05,9.259999999999998,0.3415,0.05,20.0,education,Online Examination,URLLC,1,66.25355843159883,76.91971292772337,435,laptop,static,day,-91.85134544121034,9.762452235292912,-91.85134544121034,-5.392210967255496,13,URLLC,65.5747488294217,172,False,education,education.online_exam,,,,False,
fd74b0a6-7984-4388-85b7-cfa1a033a458,81044615.03507985,8523557,4288565679,,,,,105.17117017966721,52916.108953690884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.74,10.16,1.063,0.05,0.05,0.05,2.740000000000002,0.26575,0.05,0.0,healthcare,ECG Streaming,URLLC,2,86.54548004925323,75.09438878295694,441,sensor,pedestrian,day,-90.0756930442275,21.626393227306266,-90.0756930442275,-9.054808464665587,13,URLLC,72.57674746007618,169,False,healthcare,healthcare.ecg_streaming,,,,False,
21c22951-214d-4767-82db-7f03a96cacf4,85292080.3282067,9737764,4929217358,,,,,114.16961530928506,57792.20462056141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.39,5.76,0.38,0.05,0.05,0.05,1.3900000000000006,0.095,0.05,20.0,healthcare,ECG Streaming,URLLC,2,72.90924614941818,71.51914239009082,371,sensor,pedestrian,day,-90.22628094768308,22.77718490511937,-90.22628094768308,-11.042141532087456,11,URLLC,68.99991239396286,100,False,healthcare,healthcare.ecg_streaming,,,,False,
dc911034-b426-4963-9c9e-0e6aa10303b9,3862930.390128736,4195144,5365466805,,,,,1086.0004132407348,1388962.8503771871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,25.44,3.807,0.085,0.085,0.085,22.0,0.95175,0.085,20.0,agriculture,Precision Agriculture Analytics,eMBB,3,88.39335718612058,65.23288642210616,359,gateway,static,day,-75.0780710428981,12.689394869874889,-75.0780710428981,-14.26739278900367,13,eMBB,67.95601244251205,258,False,agriculture,agriculture.precision_agriculture,,,,False,
4d324a05-543a-4d72-90af-02d38f78a4cc,2974199.4516636855,1088719,853565326,,,,,366.05446867088904,286989.94150871795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.68,17.2,1.376,0.05,0.05,0.05,23.680000000000007,0.344,0.05,20.0,education,Teacher Portal,eMBB,3,66.71978285150048,71.10711041270328,272,laptop,static,day,-86.23630853984581,14.655377145535578,-86.23630853984581,-9.567820377384132,10,eMBB,89.51559930754446,226,False,education,education.teacher_portal,,,,False,
ec897f22-a731-421c-80e7-8ba1e4f90750,13298602.349464955,7991148,6055982854,,,,,600.901342111452,455384.9115308453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17,11.08,2.275,0.05,0.05,0.05,31.17,0.56875,0.05,0.0,agriculture,Autonomous Tractor,URLLC,1,65.19557767880394,85.42760337788654,276,vehicle,vehicular,day,-76.22139992145793,10.539430749220248,-76.22139992145793,-13.657088856066324,9,URLLC,63.21107933128253,161,False,agriculture,agriculture.autonomous_tractor,,,,False,
1b00756a-b803-4db3-8958-872026cc51b7,80338602.22110811,3710084,559828350,,,,,46.18058937332638,6968.360603848166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.18,63.09,0.223,0.05,0.05,0.05,116.17999999999995,0.05575,0.05,60.0,agriculture,Soil Monitoring,mMTC,4,72.04390678644735,70.26574137017357,287,sensor,static,day,-81.25005742397339,19.11899927815572,-81.25005742397339,-6.470871846081026,10,mMTC,67.53363756209683,252,False,agriculture,agriculture.soil_monitoring,,,,False,
d1ba2e2a-2cda-4493-9db7-e6769c9792d2,28788458.47191081,5992971,1310492188,,,,,208.17269552127644,45521.4436044542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.88,28.09,0.433,0.05,0.05,0.05,74.88,0.10825,0.05,40.0,education,Smart Classroom,mMTC,3,67.30746169281834,75.58939431409316,270,sensor,static,day,-94.92908621824435,22.016494300630352,-94.92908621824435,-7.288807769803729,9,mMTC,67.85865787303044,209,False,education,education.smart_classroom,,,,False,
5155f6ec-5e68-40d8-9939-5341e774135c,2052502.9896532795,692107,796304603,,,,,337.2014576782247,387967.572942845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.26,21.24,2.691,0.05,0.05,0.05,30.25999999999999,0.67275,0.05,20.0,general,Social Media,eMBB,3,82.64168616899977,79.02267161936867,228,smartphone,pedestrian,day,-76.09898121906721,11.27919428052743,-76.09898121906721,-8.089803762441235,9,eMBB,61.08084414182492,114,False,general,general.social_media,,,,False,
2efcbf58-3c8c-4c60-af62-7a24b614524d,2838113.1469742768,1985550,3540984448,,,,,699.6021290119467,1247654.4327327325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.31,17.08,2.08,0.115,0.115,0.11499999999999999,17.310000000000002,0.52,0.11499999999999999,20.0,education,Digital Library,eMBB,3,68.70234463918706,68.18613798205347,278,laptop,static,day,-77.0203702251482,26.93545680401986,-77.0203702251482,-7.0387769511195835,11,eMBB,86.96773909579423,73,False,education,education.digital_library,,,,False,
79f4efeb-37be-4cd4-abf1-7f339dcf0c4e,29004165.86946021,2455035,598179492,,,,,84.64422011132602,20623.91639685775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.93,30.29,0.657,0.05,0.05,0.05,68.93,0.16425,0.05,40.0,education,Smart Classroom,mMTC,3,81.67333526588857,73.84196586536547,343,sensor,static,day,-75.52325954725421,28.366804096530245,-75.52325954725421,-7.505223888564608,12,mMTC,67.10211996688076,61,False,education,education.smart_classroom,,,,False,
baf96a18-710e-4d9d-ac0c-72bc670b24ef,31751936.55758454,9822645,5725234808,,,,,309.3557768417019,180311.3582817713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,14.1,1.683,0.05,0.05,0.05,19.9,0.42075,0.05,0.0,agriculture,Farm Machinery Telemetry,URLLC,2,85.26929299850993,87.0354051165831,206,vehicle,vehicular,day,-80.26871056489836,28.47794949306316,-80.26871056489836,-11.678145320535712,10,URLLC,84.06705416811417,241,False,agriculture,agriculture.machinery_telemetry,,,,False,
b38a5ab6-597e-4e12-9b4f-63489b36971e,2577583.4062801925,585070,639149237,,,,,226.98392555387238,247964.52204866224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1,14.86,0.873,0.05,0.05,0.05,22.099999999999994,0.21825,0.05,40.0,education,Teacher Portal,eMBB,3,71.20418102793502,68.97994607451828,379,laptop,static,day,-87.34916554806131,18.355180463891788,-87.34916554806131,-14.612753923342135,9,eMBB,65.98718490077256,255,False,education,education.teacher_portal,,,,False,
de52e4cb-b087-47c0-a6ad-88270c96313f,934048.8251149427,359447,318048944,,,,,384.8267781459572,340505.6953597212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.51,20.92,1.804,0.05,0.05,0.05,21.50999999999999,0.451,0.05,20.0,general,Web Browsing,eMBB,3,72.62977168346501,84.88363747882154,258,smartphone,pedestrian,day,-94.52671130597096,15.221762926349543,-94.52671130597096,-13.068702116722914,10,eMBB,85.93058826090859,217,False,general,general.web_browsing,,,,False,
fc5486ec-34a2-432c-ad25-de61c3d92f7c,12476.028432243449,431,77009,,,,,34.54625022223497,6172.570421612505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.24,23.56,0.641,0.05,0.05,0.05,63.24000000000001,0.16025,0.05,60.0,education,Attendance System,mMTC,4,81.03704346519069,74.99195960900153,415,sensor,static,day,-88.37700263571186,27.294845054662325,-88.37700263571186,-14.723994648803641,13,mMTC,67.83645589170631,168,False,education,education.attendance_system,,,,False,
dcc54c2d-5949-416c-92db-6423de0abd06,89629091.95216851,4969691,915985887,,,,,55.4472983242107,10219.738568855704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.94,38.18,0.142,0.05,0.05,0.05,83.94,0.0355,0.05,60.0,agriculture,Smart Irrigation,mMTC,4,71.63665906307422,67.71006368036778,311,sensor,static,day,-80.42909878694591,21.336594772735154,-80.42909878694591,-11.863226858050087,11,mMTC,75.34269179008434,118,False,agriculture,agriculture.smart_irrigation,,,,False,
16260363-eb79-4e2e-9158-78181956e34a,1246654.4359051483,771380,979639071,,,,,618.7600812088158,785814.4514270701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.83,7.08,2.06,0.056,0.056,0.05600000000000001,12.829999999999998,0.515,0.05600000000000001,0.0,healthcare,Telemedicine Consultation,URLLC,1,69.7519693625574,66.10966334283077,311,smartphone,pedestrian,day,-84.60159302866829,23.110857232119585,-84.60159302866829,-6.934891302998961,9,URLLC,88.20789361192661,208,False,healthcare,healthcare.telemedicine,,,,False,
e717afa5-1a04-4dad-be5e-42dc172160c3,3999263.6622787258,1674498,2658270836,,,,,418.7015764411726,664690.0682939014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.14,14.59,2.473,0.05,0.05,0.05,29.14,0.61825,0.05,20.0,education,Live Classroom,eMBB,2,74.1055367945316,66.74934527815776,370,laptop,static,day,-82.53689180107182,10.74175694461609,-82.53689180107182,-8.366125237344557,11,eMBB,87.00140505291274,149,False,education,education.live_classroom,,,,False,
496573ff-fa83-4910-b6d7-69684026e3d0,3236189.1602308718,2200298,2506319561,,,,,679.9040139677834,774466.336120454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.56,14.22,1.65,0.061,0.061,0.061,21.560000000000002,0.4125,0.061,20.0,education,Live Classroom,eMBB,2,75.20982271548041,75.06000967644312,275,laptop,static,day,-92.45424401881694,28.688000756064028,-92.45424401881694,-10.795536662270917,13,eMBB,80.31953835818199,251,False,education,education.live_classroom,,,,False,
b1b0ce35-84a9-4bde-9561-5a170241674c,80184348.83068688,10717832,5311634546,,,,,133.6648879275832,66242.78458184532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.96,7.69,0.858,0.05,0.05,0.05,1.9600000000000009,0.2145,0.05,20.0,healthcare,ECG Streaming,URLLC,2,79.22763137164523,75.15187921895406,413,sensor,pedestrian,day,-88.92250101463293,25.286694204506762,-88.92250101463293,-12.89817315117358,9,URLLC,78.19984711439288,102,False,healthcare,healthcare.ecg_streaming,,,,False,
a2745d84-9c51-4814-9e64-2520ba03e7d5,3235193.892863511,1318497,1636719234,,,,,407.54806161957157,505910.7085785524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.31,13.36,1.488,0.05,0.05,0.05,24.310000000000002,0.372,0.05,20.0,education,Live Classroom,eMBB,2,76.05399498262018,70.34253502472751,321,laptop,static,day,-81.82298510003156,22.604784398709974,-81.82298510003156,-12.162135950069725,10,eMBB,78.57782416087127,43,False,education,education.live_classroom,,,,False,
