flow_id,flow_duration_ms,packet_count,byte_count,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate_pps,byte_rate_bps,flow_start_time,flow_end_time,ether_type,vlan_present,vlan_priority,broadcast_frame,multicast_frame,ip_version,ttl,dscp,ecn,ip_packet_length,fragmented,ip_header_length,hop_limit,transport_protocol,source_port,destination_port,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_window_size,tcp_retransmissions,udp_packet_count,mean_iat_ms,std_iat_ms,min_iat_ms,max_iat_ms,forward_mean_iat_ms,backward_mean_iat_ms,flow_active_time_ms,flow_idle_time_ms,mean_packet_size,median_packet_size,min_packet_size,max_packet_size,std_packet_size,variance_packet_size,packet_size_range,packet_size_skewness,packet_size_kurtosis,coefficient_of_variation_packet_size,end_to_end_latency_ms,jitter_ms,packet_loss_rate,throughput_mbps,goodput_mbps,bandwidth_utilization_pct,queueing_delay_ms,retransmission_rate,link_utilization_pct,qos_satisfaction_score,service_type,application_name,slice_type,service_priority,network_load_pct,cell_load_pct,active_users,device_type,mobility_state,time_of_day,signal_strength_dbm,sinr_db,rsrp_dbm,rsrq_db,cqi,network_slice_id,slice_resource_utilization_pct,radio_resource_blocks_used,handover_in_progress,service_class,application_id,slice_type_label,priority_level,allocated_slice,sla_satisfied,reward_score
181d738f-2150-4824-a8f4-c2880d030559,1014347.4908779892,8663219,12469477636,,,,,8540.681647964026,12293102.461317085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.55,,41.3,41.3,41.3,,,41.3,,healthcare,Medical Imaging,eMBB,2,66.68500820275769,65.78532395132545,284,gateway,static,day,-84.71687760382822,18.679118981310797,-84.71687760382822,-12.21522736035453,9,eMBB,76.17701794184264,205,False,healthcare,healthcare.medical_imaging,,,,False,
56608612-7e1d-4d2e-b5ac-206b8071bbfa,701611.313963554,455741,548417359,,,,,649.563356419412,781654.0994308693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.67,,3.218,3.218,3.218,,,3.218,,healthcare,Telemedicine Consultation,URLLC,1,79.27607733313211,76.81677565779485,400,smartphone,pedestrian,day,-78.85006004466713,10.132477913034112,-78.85006004466713,-13.095900856381222,12,URLLC,72.93153547219133,128,False,healthcare,healthcare.telemedicine,,,,False,
436f17a5-a7f8-46c3-9991-ecf190465089,1178569.0220280876,13032531,19048550549,,,,,11057.927670263685,16162439.529365445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.21,,47.348,47.348,47.348,,,47.348,,healthcare,Medical Imaging,eMBB,2,86.59591870924008,66.35427968080427,367,gateway,static,day,-93.78774651845973,25.613035238957373,-93.78774651845973,-7.717864115588173,9,eMBB,63.27807096734412,69,False,healthcare,healthcare.medical_imaging,,,,False,
4a625f35-f081-45b4-9883-24484bf1e15d,82355057.33519499,1777790,429112847,,,,,21.586895298538632,5210.522108674808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.78,,0.1,0.1,0.1,,,0.1,,healthcare,Health Monitoring,mMTC,3,76.2153386958283,75.5470409958601,271,sensor,pedestrian,day,-90.00387104235799,17.748876391176054,-90.00387104235799,-5.767344007239872,12,mMTC,85.84047314285492,160,False,healthcare,healthcare.health_monitoring,,,,False,
e1d5e424-0c27-4ec6-a4f1-aa7e692dfac8,84359401.79467067,9582735,5198372645,,,,,113.59415543657138,61621.73432822393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57,,0.188,0.188,0.188,,,0.188,,healthcare,ECG Streaming,URLLC,2,81.30362234996305,78.51469845250763,203,sensor,pedestrian,day,-76.47266033983745,11.65884443328611,-76.47266033983745,-6.513042655856946,9,URLLC,74.56923376352155,74,False,healthcare,healthcare.ecg_streaming,,,,False,
43fde880-4192-43d7-af8b-ce8befced8a3,694112.412784403,283016,360825663,,,,,407.7379899672059,519837.5023472805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43,,2.016,2.016,2.016,,,2.016,,healthcare,Telemedicine Consultation,URLLC,1,87.56107163776372,69.11592803503817,200,smartphone,pedestrian,day,-89.69593883655696,18.010184081461155,-89.69593883655696,-7.159293980514306,12,URLLC,72.69022457970489,207,False,healthcare,healthcare.telemedicine,,,,False,
a279549a-c262-4bcf-accb-30ccd3fa85bd,265935.815268489,98639,70629570,,,,,370.9128080413463,265588.7877326003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,,0.914,0.914,0.914,,,0.914,,healthcare,Pharmacy Services,eMBB,4,78.89420808514046,82.96020688240816,239,laptop,static,day,-89.06584349010872,20.741966397957636,-89.06584349010872,-5.3129063503084115,10,eMBB,76.26585604122823,211,False,healthcare,healthcare.pharmacy,,,,False,
20f06645-bc71-4706-92d2-1dfc5b64f83c,86333519.47261064,10319858,5677901091,,,,,119.53477702567172,65767.05230764468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13,,0.32,0.32,0.32,,,0.32,,healthcare,ECG Streaming,URLLC,2,66.25355843159883,76.91971292772337,435,sensor,pedestrian,day,-91.85134544121034,9.762452235292912,-91.85134544121034,-5.392210967255496,13,URLLC,65.5747488294217,172,False,healthcare,healthcare.ecg_streaming,,,,False,
3410effa-832b-4c86-a251-23a81878a2e8,1241169.062554635,799919,973338988,,,,,644.4883490356805,784211.4489451738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.42,,3.32,3.32,3.32,,,3.32,,healthcare,Telemedicine Consultation,URLLC,1,86.54548004925323,75.09438878295694,441,smartphone,pedestrian,day,-90.0756930442275,21.626393227306266,-90.0756930442275,-9.054808464665587,13,URLLC,72.57674746007618,169,False,healthcare,healthcare.telemedicine,,,,False,
6898b26f-4027-41cf-8d68-1af0962e5e50,872428.9297598051,717190,788124085,,,,,822.0612310477312,903367.665396183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,3.561,3.561,3.5610000000000004,,,3.5610000000000004,,healthcare,Telemedicine Consultation,URLLC,1,72.90924614941818,71.51914239009082,371,smartphone,pedestrian,day,-90.22628094768308,22.77718490511937,-90.22628094768308,-11.042141532087456,11,URLLC,68.99991239396286,100,False,healthcare,healthcare.telemedicine,,,,False,
644c05a0-15f1-45e3-917d-7407547ab533,1134372.1109380615,11213087,16252269245,,,,,9884.840161247805,14327105.79604089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.51,,59.822,59.822,59.821999999999996,,,59.821999999999996,,healthcare,Medical Imaging,eMBB,2,88.39335718612058,65.23288642210616,359,gateway,static,day,-75.0780710428981,12.689394869874889,-75.0780710428981,-14.26739278900367,13,eMBB,67.95601244251205,258,False,healthcare,healthcare.medical_imaging,,,,False,
7072cb9e-6def-4ad8-9f91-581c8a1680c7,87228856.60277209,1661566,488888296,,,,,19.048352399785973,5604.662442305964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.52,,0.1,0.1,0.1,,,0.1,,healthcare,Health Monitoring,mMTC,3,66.71978285150048,71.10711041270328,272,sensor,pedestrian,day,-86.23630853984581,14.655377145535578,-86.23630853984581,-9.567820377384132,10,mMTC,89.51559930754446,226,False,healthcare,healthcare.health_monitoring,,,,False,
f379260c-76a0-4599-bfd6-79f752b9ef28,881876.3338153396,10915856,15581631710,,,,,12377.989499699766,17668726.456157006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.47,,59.928,59.928,59.92799999999999,,,59.92799999999999,,healthcare,Medical Imaging,eMBB,2,65.19557767880394,85.42760337788654,276,gateway,static,day,-76.22139992145793,10.539430749220248,-76.22139992145793,-13.657088856066324,9,eMBB,63.21107933128253,161,False,healthcare,healthcare.medical_imaging,,,,False,
8a88824f-c02a-4465-ab3b-fbe15c27f214,91359963.82271522,1087383,299675129,,,,,11.90218290924541,3280.1581507144647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.89,,0.1,0.1,0.1,,,0.1,,healthcare,Health Monitoring,mMTC,3,72.04390678644735,70.26574137017357,287,sensor,pedestrian,day,-81.25005742397339,19.11899927815572,-81.25005742397339,-6.470871846081026,10,mMTC,67.53363756209683,252,False,healthcare,healthcare.health_monitoring,,,,False,
08b28537-6da6-4450-94b8-94ccf3b95795,1966755.7232759525,2251451,1831559236,,,,,1144.7537553112295,931259.1364357227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44,,3.116,3.116,3.116,,,3.116,,healthcare,Ambulance Telemetry,URLLC,1,67.30746169281834,75.58939431409316,270,vehicle,vehicular,day,-94.92908621824435,22.016494300630352,-94.92908621824435,-7.288807769803729,9,URLLC,67.85865787303044,209,False,healthcare,healthcare.ambulance,,,,False,
241dc1b8-6396-4194-9d6d-d380b4794537,599722.7457823702,44725,10888404,,,,,74.57612757650847,18155.730728950646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63,,0.1,0.1,0.1,,,0.1,,healthcare,Emergency Voice,URLLC,1,82.64168616899977,79.02267161936867,228,smartphone,vehicular,day,-76.09898121906721,11.27919428052743,-76.09898121906721,-8.089803762441235,9,URLLC,61.08084414182492,114,False,healthcare,healthcare.emergency_voice,,,,False,
edc15479-0706-4ea3-a383-d459b2bba5fe,84859901.87494937,14110699,6748255219,,,,,166.282292204317,79522.307598808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57,,0.322,0.322,0.322,,,0.322,,healthcare,ECG Streaming,URLLC,2,68.70234463918706,68.18613798205347,278,sensor,pedestrian,day,-77.0203702251482,26.93545680401986,-77.0203702251482,-7.0387769511195835,11,URLLC,86.96773909579423,73,False,healthcare,healthcare.ecg_streaming,,,,False,
999e3aa8-1b9a-4cca-a2c3-6c433791bb88,83777389.37380123,2176374,533847960,,,,,25.97805942948842,6372.220046379886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.76,,0.1,0.1,0.1,,,0.1,,healthcare,Health Monitoring,mMTC,3,81.67333526588857,73.84196586536547,343,sensor,pedestrian,day,-75.52325954725421,28.366804096530245,-75.52325954725421,-7.505223888564608,12,mMTC,67.10211996688076,61,False,healthcare,healthcare.health_monitoring,,,,False,
f52bef86-1a22-49d7-ada7-d4d4d80447ba,926393.4516180016,8276048,11794810190,,,,,8933.621006868505,12731966.282945022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.73,,41.848,41.848,41.848,,,41.848,,healthcare,Medical Imaging,eMBB,2,85.26929299850993,87.0354051165831,206,gateway,static,day,-80.26871056489836,28.47794949306316,-80.26871056489836,-11.678145320535712,10,eMBB,84.06705416811417,241,False,healthcare,healthcare.medical_imaging,,,,False,
38d8dcf6-ab4b-46d4-9f43-686434eb201a,86422901.92385752,2837994,786818963,,,,,32.83844833746037,9104.28770998433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,,0.1,0.1,0.1,,,0.1,,healthcare,Health Monitoring,mMTC,3,71.20418102793502,68.97994607451828,379,sensor,pedestrian,day,-87.34916554806131,18.355180463891788,-87.34916554806131,-14.612753923342135,9,mMTC,65.98718490077256,255,False,healthcare,healthcare.health_monitoring,,,,False,
606a52e5-b5ec-48d0-82a5-27260aa76963,1063882.7388519298,9177220,13358515703,,,,,8626.1574371471,12556379.773552252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,,45.08,45.08,45.08,,,45.08,,healthcare,Medical Imaging,eMBB,2,72.62977168346501,84.88363747882154,258,gateway,static,day,-94.52671130597096,15.221762926349543,-94.52671130597096,-13.068702116722914,10,eMBB,85.93058826090859,217,False,healthcare,healthcare.medical_imaging,,,,False,
d6a288ab-12cd-4237-916c-0dd7fbc835a9,88726648.70890154,2956338,748156483,,,,,33.319617533389426,8432.150819461425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,,0.1,0.1,0.1,,,0.1,,healthcare,Health Monitoring,mMTC,3,81.03704346519069,74.99195960900153,415,sensor,pedestrian,day,-88.37700263571186,27.294845054662325,-88.37700263571186,-14.723994648803641,13,mMTC,67.83645589170631,168,False,healthcare,healthcare.health_monitoring,,,,False,
7621eb81-f740-4ca3-ab20-ab93fc53fc3d,93532461.69462352,3031263,653716169,,,,,32.408673364086646,6989.1902470987725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.81,,0.1,0.1,0.1,,,0.1,,healthcare,Health Monitoring,mMTC,3,71.63665906307422,67.71006368036778,311,sensor,pedestrian,day,-80.42909878694591,21.336594772735154,-80.42909878694591,-11.863226858050087,11,mMTC,75.34269179008434,118,False,healthcare,healthcare.health_monitoring,,,,False,
68329a87-6108-4dea-a12a-0cc16ce26e9c,492587.1967496442,305392,413303673,,,,,619.9755129957518,839046.7245354453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58,,2.763,2.763,2.763,,,2.763,,healthcare,Telemedicine Consultation,URLLC,1,69.7519693625574,66.10966334283077,311,smartphone,pedestrian,day,-84.60159302866829,23.110857232119585,-84.60159302866829,-6.934891302998961,9,URLLC,88.20789361192661,208,False,healthcare,healthcare.telemedicine,,,,False,
61bc5507-b5df-4ccc-a2fd-9eac2c7e95e8,1608649.5616278863,1158671,1245782235,,,,,720.2755824751995,774427.3616399497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79,,3.028,3.028,3.028,,,3.028,,healthcare,Telemedicine Consultation,URLLC,1,74.1055367945316,66.74934527815776,370,smartphone,pedestrian,day,-82.53689180107182,10.74175694461609,-82.53689180107182,-8.366125237344557,11,URLLC,87.00140505291274,149,False,healthcare,healthcare.telemedicine,,,,False,
d13beaac-bff2-4af1-a136-e83cfb0768f5,1394896.6036349642,967634,1102035960,,,,,693.6958606669773,790048.4934065886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63,,3.624,3.624,3.624,,,3.624,,healthcare,Telemedicine Consultation,URLLC,1,75.20982271548041,75.06000967644312,275,smartphone,pedestrian,day,-92.45424401881694,28.688000756064028,-92.45424401881694,-10.795536662270917,13,URLLC,80.31953835818199,251,False,healthcare,healthcare.telemedicine,,,,False,
413c7870-fb2a-47d5-8109-a2e1c530ae93,1274817.0864591803,886876,1087411778,,,,,695.688824240118,852994.3552534791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23,,2.635,2.635,2.635,,,2.635,,healthcare,Telemedicine Consultation,URLLC,1,79.22763137164523,75.15187921895406,413,smartphone,pedestrian,day,-88.92250101463293,25.286694204506762,-88.92250101463293,-12.89817315117358,9,URLLC,78.19984711439288,102,False,healthcare,healthcare.telemedicine,,,,False,
23114f6f-ffed-466a-98fc-03761dca9849,637046.0055473361,472530,514242827,,,,,741.7517665682755,807230.2836086535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22,,2.832,2.832,2.832,,,2.832,,healthcare,Telemedicine Consultation,URLLC,1,76.05399498262018,70.34253502472751,321,smartphone,pedestrian,day,-81.82298510003156,22.604784398709974,-81.82298510003156,-12.162135950069725,10,URLLC,78.57782416087127,43,False,healthcare,healthcare.telemedicine,,,,False,
f613778a-129c-4e00-bc41-be8a3b18f69e,630326.0766773392,497397,562044299,,,,,789.1106181453683,891672.295856905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96,,2.963,2.963,2.963,,,2.963,,healthcare,Telemedicine Consultation,URLLC,1,83.77845343851831,81.81989176392918,257,smartphone,pedestrian,day,-92.05292075508454,29.646592501200733,-92.05292075508454,-14.537862819072416,10,URLLC,78.3382191918204,216,False,healthcare,healthcare.telemedicine,,,,False,
e468393d-2740-4fdb-a93c-ff057b16b7af,1658130.0195091919,1031996,1369879048,,,,,622.3854509946523,826159.0060072227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.56,,3.494,3.494,3.4939999999999998,,,3.4939999999999998,,healthcare,Telemedicine Consultation,URLLC,1,75.36102527494299,80.74413451844285,249,smartphone,pedestrian,day,-85.11245661979126,22.43327624445925,-85.11245661979126,-12.560155604215613,12,URLLC,60.166344544140955,212,False,healthcare,healthcare.telemedicine,,,,False,
